-4.871889645388141066e-01,5.351064797441535958e-01,0.000000000000000000e+00
2.831401730516858173e-02,-9.449929656935824873e-01,0.000000000000000000e+00
2.374246721509569724e-01,9.893615575063363643e-02,0.000000000000000000e+00
-7.933424052078787980e-01,5.667622000673222527e-01,0.000000000000000000e+00
8.066731729213807434e-01,-3.960773057367854566e-01,0.000000000000000000e+00
2.373243955910393499e-01,4.737062834080800755e-01,0.000000000000000000e+00
5.881568144544566668e-01,5.971393648808214216e-01,0.000000000000000000e+00
6.634388216491182710e-01,8.186136615963994778e-01,0.000000000000000000e+00
7.593674198623368010e-01,-4.275361509891599798e-01,0.000000000000000000e+00
-6.483656993897957133e-01,-5.986236452094517713e-01,0.000000000000000000e+00
-4.237669607552232431e-01,-9.614987998162860539e-01,0.000000000000000000e+00
-7.480942250037490027e-01,7.360996465872307049e-01,0.000000000000000000e+00
-4.230643736426551449e-01,1.898590788291969478e-01,0.000000000000000000e+00
-6.895971985324707010e-01,8.082564205545765823e-01,0.000000000000000000e+00
7.995615133748270598e-01,4.748323411737094268e-01,0.000000000000000000e+00
-9.372922254888649274e-01,-3.278014466970247121e-01,0.000000000000000000e+00
6.485642238618258837e-01,2.250009167209476857e-01,0.000000000000000000e+00
9.001184777420574434e-01,4.517005682869914551e-01,0.000000000000000000e+00
-4.171399855131361356e-01,5.069106794718132303e-01,0.000000000000000000e+00
-2.954955505053393772e-01,1.693774674290873250e-01,0.000000000000000000e+00
9.126211205557588357e-01,9.784764387622395532e-01,0.000000000000000000e+00
1.377195292785970970e-01,1.730591802737742047e-01,0.000000000000000000e+00
2.577074888919308471e-01,2.226037631596242683e-01,0.000000000000000000e+00
7.960754919458579160e-02,-5.299139410265829575e-02,0.000000000000000000e+00
4.738809473262481919e-01,-6.112163098019958163e-01,0.000000000000000000e+00
-4.397703063060987017e-01,8.723904421162174128e-01,0.000000000000000000e+00
6.456460340049581248e-01,-8.489663059615490948e-01,0.000000000000000000e+00
4.481569113116323777e-02,-3.663151116798213369e-01,0.000000000000000000e+00
6.521527190387237383e-01,2.386661191399723769e-01,0.000000000000000000e+00
-1.844120147566117307e-01,-9.321091335528361999e-01,0.000000000000000000e+00
6.187897342800030565e-02,-8.152259226110287749e-01,0.000000000000000000e+00
4.368804394121983403e-01,2.690049444417270674e-01,0.000000000000000000e+00
4.731238449979076055e-01,-1.763823910703294917e-01,0.000000000000000000e+00
-1.313215343101810095e-01,-1.946366057970339014e-01,0.000000000000000000e+00
3.184297231067618750e-01,6.310259709330601208e-01,0.000000000000000000e+00
-7.879041385471621251e-01,-7.461639179304035974e-01,0.000000000000000000e+00
-9.463250303885319958e-01,-1.274170986582103815e-01,0.000000000000000000e+00
3.359120771372363645e-01,3.029317035581473583e-01,0.000000000000000000e+00
-7.191934446127157265e-01,7.774938851216051106e-01,0.000000000000000000e+00
