-1.563958148411899174e+00,-3.600566645179712033e+00,-2.380135826814450350e+00,-2.098582543475724371e+00,-1.302027441524185480e+00,-2.620977875660442269e+00,-3.273958000883740560e+00,-4.770651652920898655e-01,-1.975435130801654449e+00,-1.615709303107220052e+00,0.000000000000000000e+00
-1.360018510171447037e+00,-9.027091908078480609e-01,-1.053395666050375989e-01,-1.154746467550352484e+00,-1.088275549894186511e+00,-1.374378962361616496e-01,-8.305917997434963951e-01,1.768060557775400499e-01,-8.042574511044212615e-01,1.100115232905252705e-01,0.000000000000000000e+00
2.854461447939010910e+00,2.706176555954673546e+00,8.029507707412966155e-01,3.080894638982996647e-01,6.868625507462691182e-01,8.485439659544160573e-01,1.682625193326528823e+00,3.694398690552815445e+00,2.603518649687976083e+00,1.866046774885020909e+00,0.000000000000000000e+00
3.221706738126144387e-01,-3.065459508630831165e-01,-8.576032651149443353e-01,-1.282512578550632387e+00,1.996523719313792467e-01,-5.699484848032964068e-01,-1.580438619344803453e+00,-2.003426208834038214e+00,-7.421511899920965050e-01,4.521332873315131451e-03,0.000000000000000000e+00
1.129378983452403507e+00,2.832976366345737684e+00,1.455061419092090302e+00,1.754464554060463088e+00,7.939781216509980144e-01,2.825966041551732477e+00,3.454178527539464305e+00,3.211846780934800805e+00,1.669967039237202577e+00,3.309024408859578603e+00,0.000000000000000000e+00
4.158186803593311165e-01,2.819914040819522238e+00,3.296964997116182072e+00,2.845162921908912956e+00,2.010452970344695167e+00,2.397071062969795996e+00,2.452798272398786672e+00,4.171296638021326331e+00,2.591772712462565575e+00,2.534539573994298411e+00,0.000000000000000000e+00
-4.481058837662362793e-01,-8.575397893904254110e-01,-2.185881396441382574e+00,-1.482175975974915905e-01,-9.180246793727617760e-01,-8.168475495807372422e-01,4.701730969680216199e-01,-7.456173680901856393e-02,-1.961251969094217618e+00,-1.335312249011978425e-01,0.000000000000000000e+00
1.761957434431013603e+00,3.453048552071005695e+00,4.907338303286987169e-01,9.447593041635136135e-01,4.997642299581931957e-01,1.538513490966766373e+00,3.886475347150214255e+00,3.382276864550411766e+00,1.631613811635805433e+00,2.289288630152012338e+00,0.000000000000000000e+00
-5.794105630955718178e-01,-1.316371856255664330e+00,-2.781973165401027792e+00,-1.394020008557467882e+00,-1.935460458020059171e+00,-1.610909303965061712e+00,-7.951657373041003396e-01,-1.001650685412220909e+00,-2.054669362844148139e+00,-8.229164445754445500e-01,0.000000000000000000e+00
-1.252772404942662732e+00,-6.366460943258245297e-02,-8.737617588207607922e-01,-1.131709795617247050e+00,4.834662916385845666e-02,-2.572672941611707786e-01,-3.067284921771733508e+00,-1.755312217720661483e+00,-1.706479790509391359e+00,-1.427763546619469359e+00,0.000000000000000000e+00
