ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.505771036019774,0.5711390082822001,0.33609646346543975,0.5438913403667128,0.6803852067559715,0.6694394775245863,0.3134016505013296,0.6997531312286739,0.2860910154342297,0.0
0.26543429109907074,0.2974004342343784,0.3006114187901571,0.49183920813009774,0.5816987273307173,0.7194110818538585,0.497318510205259,0.45099930460740245,0.5767926403748171,0.0
0.5785088706641713,0.6413108084150346,0.32161884911088157,0.6985427477647035,0.5816987273307173,0.4146520642670707,0.5620167405958227,0.5328657048544051,0.30363655694160874,0.0
0.5940547060153343,0.6055358664220307,0.3562437946769182,0.6033136890362848,0.6473474415473474,0.3178804651334762,0.6220890611300116,0.8080647268832251,0.6010154163049886,0.0
0.6494445325922118,0.4848508815494292,0.28992168690324754,0.48490019367576825,0.5145453712144609,0.3793367078068793,0.35855476794813795,0.25360608076637353,0.49632736347703427,0.0
0.3988633313182921,0.5110098362288946,0.46674591757821726,0.5630425666363716,0.5615373753170179,0.1730919426231725,0.23753772567635112,0.43955040354687147,0.2098143746561773,0.0
0.7302758688949124,0.7277677091469462,0.4667628091849858,0.56057991904746,0.7518191989805305,0.17865925610910732,0.44404962902375045,0.6803845156984599,0.2312325084013574,0.0
0.6168463370357667,0.5655932075815422,0.2192081832012367,0.32962885992952656,0.4951551092753031,0.5125808282494884,0.3894182643182089,0.5034828979160257,0.5580307648790853,0.0
0.505771036019774,0.2595526133883169,0.22928091064893688,0.583340395543882,0.39668973084688186,0.36353692213506406,0.40253061182597366,0.4315267135655128,0.4055619551820033,0.0
0.7985917479086853,0.6521751419626778,0.4131524182898639,0.6829902165882106,0.7813002665972877,0.6686994825422143,0.6025979467925293,0.5779445492708146,0.5521954881178855,0.0
0.5257600075598756,0.4283359591846286,0.5275594870156438,0.5634990925013004,0.5613839527180129,0.42650325140240203,0.5129046144840278,0.6328147820439778,0.4182816757142101,0.0
0.5696086892088479,0.6212051872693675,0.3028706092044403,0.6073099413795595,0.5816987273307173,0.319334869966339,0.47225079301123407,0.6145276823323617,0.484348290478311,0.0
0.5085588845903252,0.39635895615539135,0.302265695481855,0.25471906774995845,0.4355985872976041,0.2906858375102547,0.5260358585756973,0.6389866977411888,0.37734093842350147,0.0
0.505771036019774,0.3726728501194674,0.4434753058087983,0.507727864633073,0.4840936011437526,0.34672555201517735,0.6578853326142575,0.6147230738423707,0.5604035135138783,0.0
0.535445157712383,0.5727876839305645,0.46082398292954546,0.3695152856235327,0.5816987273307173,0.4601862700577368,0.42254065514270234,0.5643443449475456,0.6291136958263146,0.0
0.4533765543242369,0.5052771957857903,0.6689673043597196,0.726230628295936,0.6689408788512972,0.5862627093705883,0.35784602266434573,0.6030537983047312,0.5532895236702398,0.0
0.503698985715489,0.59347897675865,0.5033909732708612,0.7626454803648864,0.5816987273307173,0.23372465009385635,0.6972039019433891,0.4536159058736132,0.532885017490298,0.0
0.6558257147965383,0.8211402821257089,0.3894572781285912,0.5129541860250564,0.7651337254560616,0.5184686392504682,0.42863374636879487,0.5737320683824016,0.5773607101870148,0.0
0.641104596252426,0.8412473585381237,0.31424450614913646,0.45810730793678844,0.5816987273307173,0.4371012693047516,0.4095309982491951,0.5117817096644868,0.1864408376451642,0.0
0.5265035930306808,0.6059828013041966,0.4155464507229997,0.31942616754380604,0.5873194368584174,0.5043740944804687,0.3949871241570383,0.5034745270453284,0.20992610089145675,0.0
0.505771036019774,0.6529135714897639,0.36095841685367674,0.7813634354770003,0.5816987273307173,0.6528469784257213,0.5414441870764161,0.36219447338085486,0.5073591687614237,0.0
0.4757294304370074,0.4383578299570474,0.502796006522368,0.43105824896654255,0.5168040404838902,0.5983776139814379,0.6009285514545903,0.6190417002133691,0.4348083269237318,0.0
0.505771036019774,0.611355638495378,0.27560850780447177,0.41135502568196664,0.5622918972258307,0.4455162896393181,0.45935104238021873,0.4796082801362454,0.7580357262296712,0.0
0.27874826327964974,0.5421675155910247,0.3422728591102874,0.520102668203426,0.5816987273307173,0.4598951670674182,0.5520702358540197,0.725638687387396,0.5820613908729271,0.0
0.38573584148067624,0.33844675308365707,0.2782251388925495,0.7596753412159291,0.5663093399846552,0.5095493605720892,0.34698778417277704,0.45588994536642435,0.638076458643888,0.0
0.4653153638036912,0.548929063082919,0.3431135408033173,0.651188799993199,0.552782416142575,0.4053564787721795,0.48659002171252785,0.6418023625588224,0.7091860609831268,0.0
0.24607584745608665,0.5821505890196079,0.543520972333468,0.6598941276535016,0.7243886615417425,0.4551859512187486,0.44467058280731003,0.23970564487029827,0.5169969689977031,0.0
0.505771036019774,0.35668855317590853,0.21186647196488556,0.5913459663879558,0.49712147684376123,0.2054823656480563,0.40343006592115943,0.39589531893058577,0.48305372047108774,0.0
0.505771036019774,0.7943248917927157,0.4275755107037675,0.575190878256683,0.7567224506277229,0.32000265054067056,0.31222033553401624,0.424059169524431,0.48053776664762843,0.0
0.505771036019774,0.3653390792808156,0.24418627042921523,0.6806131277696461,0.5056713002495713,0.668558297083932,0.5505232018389823,0.421364127096833,0.8674957370360346,0.0
0.5129606129163696,0.5883144978319662,0.2442325138502034,0.4416969586262209,0.5946540042827428,0.28088666971885445,0.219256641111978,0.5743858874251074,0.6880052919528824,0.0
0.701820707723885,0.519872242527909,0.3178154750101536,0.5014121903259444,0.5816987273307173,0.47450952888545866,0.563181524904843,0.37597938688142046,0.2661131454057826,0.0
0.7452350702003129,0.25520954380394417,0.3613085390626138,0.6113115311724721,0.5076475940878047,0.404825550047488,0.4096056921268883,0.5272953415438887,0.6820401808500145,0.0
0.5295820140240175,0.6805149749988069,0.5292545203196599,0.508332839439914,0.7333887606662999,0.40307079955968245,0.30823046238926455,0.35494554081761065,0.32343060469514806,0.0
0.505771036019774,0.6704889950507527,0.23751688614670075,0.4010109457325342,0.5816987273307173,0.3541047996810427,0.38187498640044804,0.6923685116616712,0.6767189873474636,0.0
0.3654155045550871,0.5242108692847772,0.31687391098771095,0.44686598786609205,0.5534642741249527,0.45512038198247845,0.335880695515458,0.3934726949322231,0.46362048925009525,0.0
0.2601164126766701,0.49503330623241487,0.4011267888940604,0.405973709078776,0.4461530820738886,0.481545987190201,0.26184163803499366,0.5910715123611202,0.38085706847325085,0.0
0.4012903147077964,0.9314884440328941,0.2784776867941322,0.45002610607451426,0.5816987273307173,0.38119162859784456,0.38563224434918014,0.6559279620361429,0.27350102879645943,0.0
0.505771036019774,0.34829349894782347,0.32215625675077353,0.43356200259147704,0.5816987273307173,0.4295586416248893,0.7766242141132929,0.42499792489947275,0.2755840263175156,0.0
0.6619419664831107,0.5483742535840576,0.4000045905989056,0.4507720095024024,0.5655119449187728,0.3766544650084053,0.5468187491630324,0.24050651924065822,0.543392823902114,0.0
0.505771036019774,0.676214745771413,0.1868934741672889,0.33247655134416637,0.5114308208325332,0.293631678471682,0.6183483735557861,0.34024650973308374,0.3894883805238285,0.0
0.380852891358467,0.5348071958772819,0.2682472321117157,0.5981862671135275,0.533121664065349,0.2686618214764046,0.30576681236136394,0.47731428754382427,0.5643449154767533,0.0
0.5104122532299159,0.6937376801345706,0.467265612861074,0.5058339492140171,0.729980915307417,0.2632624261139131,0.3407342297874582,0.5305775076430707,0.705727113628328,0.0
0.708620789912011,0.5636198475161643,0.1584893325337715,0.5111740357558905,0.591853390218604,0.2652904852676912,0.8320920023476996,0.5767846048235953,0.6127258896072016,0.0
0.33988853033367694,0.49300470853705475,0.34885557693824965,0.3428061827486638,0.5816987273307173,0.38901279252021465,0.6309666458820401,0.5368596975086074,0.5847611007277699,0.0
0.4073518554874802,0.6145208198736822,0.5793411283380199,0.5348220030660508,0.5816987273307173,0.5650948615034854,0.5341298857930266,0.6230483321526754,0.5081752724913225,0.0
0.49670458753650426,0.5883605363195906,0.16836109755217257,0.3217774752358499,0.53008622538656,0.3666998515283704,0.42472543739792956,0.70299759033249,0.3300643464163857,0.0
0.7630690304147129,0.45682681525079,0.25346819331719833,0.4085153483674722,0.5066393783155295,0.24887986849480262,0.3023321743934791,0.6306467885792422,0.48209025932124433,0.0
0.505771036019774,0.29909671787964043,0.5597932664266104,0.46731342390302444,0.49863620701888367,0.5050991283794312,0.6283298821387459,0.5814089814288341,0.558817545913893,0.0
0.6255183855314994,0.5540944258159731,0.34832682841417184,0.35718990642216714,0.536552441175429,0.3903656279728354,0.44323077802380606,0.3828663487296183,0.41144553632297803,0.0
0.505771036019774,0.4387375432522356,0.4461178151684277,0.5240097688999148,0.4852432072158608,0.35377831521840397,0.5357113599108954,0.6083905330914197,0.30214732900491137,0.0
0.5578308498585294,0.1923364301161553,0.19197713478422626,0.3804551547604972,0.33576857194408327,0.7409806787556928,0.2839597218395112,0.5301404620818534,0.1885884787125417,0.0
0.4751777207754077,0.35393907664743046,0.3209989901985167,0.3607879749660666,0.45181348616407613,0.6373797132828173,0.3349434580847562,0.5759229451131298,0.43336933755902224,0.0
0.6533712182383514,0.5958901302092237,0.1904511864959055,0.5384575161907944,0.5986749261946378,0.6054381192130032,0.615912341351634,0.3804650657491484,0.44328447553473455,0.0
0.7543389025870141,0.4877231314711837,0.35238924125555066,0.5197072404100299,0.600488573865184,0.481014922906721,0.5472350715311843,0.271892789978682,0.4754559179470843,0.0
0.5345896312662476,0.77136867436622,0.4974148112573157,0.7066249346777004,0.5816987273307173,0.39028340169094405,0.526225435678432,0.5344958425562338,0.629833272180481,0.0
